"id","numero_pedido","data_vencimento","meio_pagamento","numero_parcela","percentual","quantidade_dias","tipo_documento","valor","dalt"
"7857p2","7857","26/10/2024",15,2,"20",61,"BOL","338","03/12/2024"
"7857p3","7857","26/11/2024",15,3,"20",92,"BOL","338","03/12/2024"
"7857p4","7857","26/12/2024",15,4,"20",122,"BOL","338","03/12/2024"
"7857p5","7857","26/01/2025",15,5,"20",153,"BOL","338","03/12/2024"
"7859p1","7859","26/09/2024",15,1,"100",31,"BOL","1280","03/12/2024"
"7861p1","7861","26/09/2024",15,1,"100",31,"BOL","3445","03/12/2024"
"7862p1","7862","27/08/2024",17,1,"100",0,"PIX","430","03/12/2024"
"7864p1","7864","27/09/2024",4,1,"100",31,"CRD","70","03/12/2024"
"7865p1","7865","28/08/2024",17,1,"100",0,"PIX","155","03/12/2024"
"7866p1","7866","27/09/2024",15,1,"50",31,"BOL","134","03/12/2024"
"7866p2","7866","27/10/2024",15,2,"50",61,"BOL","134","03/12/2024"
"7867p1","7867","27/09/2024",15,1,"8.33",31,"BOL","441.55","03/12/2024"
"7867p2","7867","27/10/2024",15,2,"8.33",61,"BOL","441.55","03/12/2024"
"7867p3","7867","27/11/2024",15,3,"8.33",92,"BOL","441.55","03/12/2024"
"7867p4","7867","27/12/2024",15,4,"8.33",122,"BOL","441.55","03/12/2024"
"7867p5","7867","27/01/2025",15,5,"8.33",153,"BOL","441.55","03/12/2024"
"7867p6","7867","27/02/2025",15,6,"8.33",184,"BOL","441.55","03/12/2024"
"7867p7","7867","27/03/2025",15,7,"8.33",212,"BOL","441.55","03/12/2024"
"7867p8","7867","27/04/2025",15,8,"8.33",243,"BOL","441.55","03/12/2024"
"7867p9","7867","27/05/2025",15,9,"8.33",273,"BOL","441.55","03/12/2024"
"7867p10","7867","27/06/2025",15,10,"8.33",304,"BOL","441.55","03/12/2024"
"7867p11","7867","27/07/2025",15,11,"8.33",334,"BOL","441.55","03/12/2024"
"7867p12","7867","27/08/2025",15,12,"8.37",365,"BOL","441.55","03/12/2024"
"7868p1","7868","27/09/2024",3,1,"8.33",31,"CRC","512.77","03/12/2024"
"7868p2","7868","27/10/2024",3,2,"8.33",61,"CRC","512.77","03/12/2024"
"7868p3","7868","27/11/2024",3,3,"8.33",92,"CRC","512.77","03/12/2024"
"7868p4","7868","27/12/2024",3,4,"8.33",122,"CRC","512.77","03/12/2024"
"7868p5","7868","27/01/2025",3,5,"8.33",153,"CRC","512.77","03/12/2024"
"7868p6","7868","27/02/2025",3,6,"8.33",184,"CRC","512.77","03/12/2024"
"7868p7","7868","27/03/2025",3,7,"8.33",212,"CRC","512.77","03/12/2024"
"7868p8","7868","27/04/2025",3,8,"8.33",243,"CRC","512.77","03/12/2024"
"7868p9","7868","27/05/2025",3,9,"8.33",273,"CRC","512.77","03/12/2024"
"7868p10","7868","27/06/2025",3,10,"8.33",304,"CRC","512.77","03/12/2024"
"7868p11","7868","27/07/2025",3,11,"8.33",334,"CRC","512.77","03/12/2024"
"7868p12","7868","27/08/2025",3,12,"8.37",365,"CRC","512.73","03/12/2024"
"7869p1","7869","27/09/2024",15,1,"33.33",31,"BOL","338","03/12/2024"
"7869p2","7869","27/10/2024",15,2,"33.33",61,"BOL","338","03/12/2024"
"7869p3","7869","27/11/2024",15,3,"33.34",92,"BOL","338","03/12/2024"
"7870p1","7870","27/09/2024",15,1,"100",31,"BOL","1550","03/12/2024"
"7871p1","7871","27/09/2024",15,1,"100",31,"BOL","1095","03/12/2024"
"7872p1","7872","27/09/2024",15,1,"100",31,"BOL","2890","03/12/2024"
"7873p1","7873","29/10/2024",17,1,"100",0,"PIX","147","03/12/2024"
"7874p1","7874","28/09/2024",3,1,"10",31,"CRC","615.32","03/12/2024"
"7874p2","7874","28/10/2024",3,2,"10",61,"CRC","615.32","03/12/2024"
"7874p3","7874","28/11/2024",3,3,"10",92,"CRC","615.32","03/12/2024"
"7874p4","7874","28/12/2024",3,4,"10",122,"CRC","615.32","03/12/2024"
"7874p5","7874","28/01/2025",3,5,"10",153,"CRC","615.32","03/12/2024"
"7874p6","7874","28/02/2025",3,6,"10",184,"CRC","615.32","03/12/2024"
"7874p7","7874","28/03/2025",3,7,"10",212,"CRC","615.32","03/12/2024"
"7874p8","7874","28/04/2025",3,8,"10",243,"CRC","615.32","03/12/2024"
"7874p9","7874","28/05/2025",3,9,"10",273,"CRC","615.32","03/12/2024"
"7874p10","7874","28/06/2025",3,10,"10",304,"CRC","615.32","03/12/2024"
"7875p1","7875","28/09/2024",3,1,"50",31,"CRC","169","03/12/2024"
"7875p2","7875","28/10/2024",3,2,"50",61,"CRC","169","03/12/2024"
"7876p1","7876","10/09/2024",15,1,"10",31,"BOL","283.02","03/12/2024"
"7876p2","7876","10/10/2024",15,2,"10",61,"BOL","283.02","03/12/2024"
"7876p3","7876","10/11/2024",15,3,"10",92,"BOL","283.02","03/12/2024"
"7876p4","7876","10/12/2024",15,4,"10",122,"BOL","283.02","03/12/2024"
"7876p5","7876","10/01/2025",15,5,"10",153,"BOL","283.02","03/12/2024"
"7876p6","7876","10/02/2025",15,6,"10",184,"BOL","283.02","03/12/2024"
"7876p7","7876","10/03/2025",15,7,"10",212,"BOL","283.02","03/12/2024"
"7876p8","7876","10/04/2025",15,8,"10",243,"BOL","283.02","03/12/2024"
"7876p9","7876","10/05/2025",15,9,"10",273,"BOL","283.02","03/12/2024"
"7876p10","7876","10/06/2025",15,10,"10",304,"BOL","283.02","03/12/2024"
"7877p1","7877","28/09/2024",15,1,"25",31,"BOL","431.25","03/12/2024"
"7877p2","7877","28/10/2024",15,2,"25",61,"BOL","431.25","03/12/2024"
"7877p3","7877","28/11/2024",15,3,"25",92,"BOL","431.25","03/12/2024"
"7877p4","7877","28/12/2024",15,4,"25",122,"BOL","431.25","03/12/2024"
"7878p1","7878","28/08/2024",,1,"100",0,"PIX","958","03/12/2024"
"7879p1","7879","28/08/2024",17,1,"100",0,"PIX","254.6","03/12/2024"
"7880p1","7880","28/09/2024",15,1,"20",31,"BOL","1186.2","03/12/2024"
"7880p2","7880","28/10/2024",15,2,"20",61,"BOL","1186.2","03/12/2024"
"7880p3","7880","28/11/2024",15,3,"20",92,"BOL","1186.2","03/12/2024"
"7880p4","7880","28/12/2024",15,4,"20",122,"BOL","1186.2","03/12/2024"
"7880p5","7880","28/01/2025",15,5,"20",153,"BOL","1186.2","03/12/2024"
"7881p1","7881","28/09/2024",15,1,"33.33",31,"BOL","300.67","03/12/2024"
"7881p2","7881","28/10/2024",15,2,"33.33",61,"BOL","300.67","03/12/2024"
"7881p3","7881","28/11/2024",15,3,"33.34",92,"BOL","300.66","03/12/2024"
"7882p1","7882","28/09/2024",3,1,"33.33",31,"CRC","215","03/12/2024"
"7882p2","7882","28/10/2024",3,2,"33.33",61,"CRC","215","03/12/2024"
"7882p3","7882","28/11/2024",3,3,"33.34",92,"CRC","215","03/12/2024"
"7883p1","7883","28/08/2024",17,1,"100",0,"PIX","455.05","03/12/2024"
"7884p1","7884","29/08/2024",17,1,"25",31,"VIST","1164.4","03/12/2024"
"7884p2","7884","28/10/2024",3,2,"25",61,"CRC","1164.4","03/12/2024"
"7884p3","7884","28/11/2024",3,3,"25",92,"CRC","1164.4","03/12/2024"
"7884p4","7884","28/12/2024",3,4,"25",122,"CRC","1164.39","03/12/2024"
"7885p1","7885","29/08/2024",17,1,"54.1917",31,"TRA","3000","03/12/2024"
"7885p2","7885","28/10/2024",15,2,"11.45",61,"BOL","633.98","03/12/2024"
"7885p3","7885","28/11/2024",15,3,"11.45",92,"BOL","633.98","03/12/2024"
"7885p4","7885","28/12/2024",15,4,"11.45",122,"BOL","633.98","03/12/2024"
"7885p5","7885","28/01/2025",15,5,"11.4583",153,"BOL","633.96","03/12/2024"
"7886p1","7886","29/08/2024",17,1,"100",0,"PIX","155","03/12/2024"
"7887p1","7887","29/08/2024",17,1,"100",0,"PIX","963.3","03/12/2024"
"7888p1","7888","29/09/2024",15,1,"50",31,"BOL","144","03/12/2024"
"7888p2","7888","29/10/2024",15,2,"50",61,"BOL","144","03/12/2024"
"7890p1","7890","02/09/2024",3,1,"100",31,"CRC","129","03/12/2024"
"7891p1","7891","02/09/2024",3,1,"50",31,"CRC","253.5","03/12/2024"
"7891p2","7891","02/09/2024",3,2,"50",61,"CRC","253.5","03/12/2024"
"7892p1","7892","29/08/2024",17,1,"100",0,"PIX","175.55","03/12/2024"
"7893p1","7893","30/09/2024",15,1,"100",31,"BOL","176","03/12/2024"
"7894p1","7894","30/09/2024",15,1,"100",31,"BOL","1710","03/12/2024"
"7895p1","7895","30/08/2024",17,1,"100",0,"PIX","176.5","03/12/2024"
"7896p1","7896","30/09/2024",15,1,"100",31,"BOL","1255","03/12/2024"
"7897p1","7897","30/09/2024",15,1,"100",31,"BOL","615","03/12/2024"
"7898p1","7898","30/09/2024",15,1,"50",31,"BOL","310","03/12/2024"
"7898p2","7898","30/10/2024",15,2,"50",61,"BOL","310","03/12/2024"
"7899p1","7899","02/09/2024",17,1,"100",0,"PIX","300","03/12/2024"
"7900p1","7900","30/09/2024",15,1,"100",31,"BOL","1685","03/12/2024"
"7901p1","7901","30/09/2024",15,1,"25",31,"BOL","253.5","03/12/2024"
"7901p2","7901","30/10/2024",15,2,"25",61,"BOL","253.5","03/12/2024"
"7901p3","7901","30/11/2024",15,3,"25",92,"BOL","253.5","03/12/2024"
"7901p4","7901","30/12/2024",15,4,"25",122,"BOL","253.5","03/12/2024"
"7902p1","7902","30/09/2024",3,1,"8.33",31,"CRC","918.46","03/12/2024"
"7902p2","7902","30/10/2024",3,2,"8.33",61,"CRC","918.46","03/12/2024"
"7902p3","7902","30/11/2024",3,3,"8.33",92,"CRC","918.46","03/12/2024"
"7902p4","7902","30/12/2024",3,4,"8.33",122,"CRC","918.46","03/12/2024"
"7902p5","7902","30/01/2025",3,5,"8.33",153,"CRC","918.46","03/12/2024"
"7902p6","7902","28/02/2025",3,6,"8.33",182,"CRC","918.46","03/12/2024"
"7902p7","7902","30/03/2025",3,7,"8.33",212,"CRC","918.46","03/12/2024"
"7902p8","7902","30/04/2025",3,8,"8.33",243,"CRC","918.46","03/12/2024"
"7902p9","7902","30/05/2025",3,9,"8.33",273,"CRC","918.46","03/12/2024"
"7902p10","7902","30/06/2025",3,10,"8.33",304,"CRC","918.46","03/12/2024"
"7902p11","7902","30/07/2025",3,11,"8.33",334,"CRC","918.46","03/12/2024"
"7902p12","7902","30/08/2025",3,12,"8.37",365,"CRC","918.44","03/12/2024"
"7903p1","7903","30/08/2024",17,1,"100",0,"PIX","594","03/12/2024"
"7904p1","7904","30/09/2024",3,1,"33.33",31,"CRC","633.33","03/12/2024"
"7904p2","7904","30/10/2024",3,2,"33.33",61,"CRC","633.33","03/12/2024"
"7904p3","7904","30/11/2024",3,3,"33.34",92,"CRC","633.34","03/12/2024"
"7905p1","7905","02/09/2024",17,1,"100",0,"PIX","140","03/12/2024"
"7906p1","7906","30/09/2024",15,1,"100",31,"BOL","1255","03/12/2024"
"7907p1","7907","30/09/2024",15,1,"33.33",31,"BOL","340.33","03/12/2024"
"7907p2","7907","30/10/2024",15,2,"33.33",61,"BOL","340.33","03/12/2024"
"7907p3","7907","30/11/2024",15,3,"33.34",92,"BOL","340.34","03/12/2024"
"7909p1","7909","02/09/2024",17,1,"100",0,"PIX","114.05","03/12/2024"
"7910p1","7910","03/10/2024",3,1,"50",30,"CRC","266.6","03/12/2024"
"7910p2","7910","03/11/2024",3,2,"50",61,"CRC","266.6","03/12/2024"
"7911p1","7911","02/10/2024",15,1,"50",30,"BOL","253.5","03/12/2024"
"7911p2","7911","02/11/2024",15,2,"50",61,"BOL","253.5","03/12/2024"
"7912p1","7912","30/09/2024",15,1,"100",30,"BOL","1437","03/12/2024"
"7913p1","7913","02/09/2024",17,1,"100",0,"PIX","175.55","03/12/2024"
"7914p1","7914","02/10/2024",15,1,"50",30,"BOL","176","03/12/2024"
"7914p2","7914","02/11/2024",15,2,"50",61,"BOL","176","03/12/2024"
"7915p1","7915","02/10/2024",3,1,"33.33",30,"CRC","338","03/12/2024"
"7915p2","7915","02/11/2024",3,2,"33.33",61,"CRC","338","03/12/2024"
"7915p3","7915","02/12/2024",3,3,"33.34",91,"CRC","338","03/12/2024"
"7916p1","7916","03/10/2024",3,1,"33.33",30,"CRC","225.33","03/12/2024"
"7916p2","7916","03/11/2024",3,2,"33.33",61,"CRC","225.33","03/12/2024"
"7916p3","7916","03/12/2024",3,3,"33.34",91,"CRC","225.34","03/12/2024"
"7917p1","7917","03/10/2024",15,1,"50",30,"BOL","191.99","03/12/2024"
"7917p2","7917","03/11/2024",15,2,"50",61,"BOL","191.99","03/12/2024"
"7918p1","7918","03/09/2024",17,1,"100",0,"PIX","157","03/12/2024"
"7919p1","7919","03/10/2024",15,1,"25",30,"BOL","253.5","03/12/2024"
"7919p2","7919","03/11/2024",15,2,"25",61,"BOL","253.5","03/12/2024"
"7919p3","7919","03/12/2024",15,3,"25",91,"BOL","253.5","03/12/2024"
"7919p4","7919","03/01/2025",15,4,"25",122,"BOL","253.5","03/12/2024"
"7920p1","7920","04/10/2024",3,1,"100",30,"CRC","108","03/12/2024"
"7923p1","7923","04/10/2024",3,1,"50",30,"CRC","179","03/12/2024"
"7923p2","7923","04/11/2024",3,2,"50",61,"CRC","179","03/12/2024"
"7924p1","7924","04/10/2024",15,1,"50",30,"BOL","258","03/12/2024"
"7924p2","7924","04/11/2024",15,2,"50",61,"BOL","258","03/12/2024"
"7925p1","7925","04/10/2024",15,1,"100",30,"BOL","282","03/12/2024"
"7926p1","7926","05/10/2024",15,1,"33.33",30,"BOL","268.33","03/12/2024"
"7926p2","7926","05/11/2024",15,2,"33.33",61,"BOL","268.33","03/12/2024"
"7926p3","7926","05/12/2024",15,3,"33.34",91,"BOL","268.34","03/12/2024"
"7927p1","7927","05/10/2024",3,1,"100",30,"CRC","564","03/12/2024"
"7929p1","7929","11/09/2024",17,1,"100",0,"PIX","430","03/12/2024"
"7930p1","7930","05/09/2024",17,1,"100",0,"PIX","160.55","03/12/2024"
"7931p1","7931","05/09/2024",17,1,"100",0,"PIX","1393.89","03/12/2024"
"7932p1","7932","05/11/2024",15,1,"100",30,"BOL","338","03/12/2024"
"7933p1","7933","05/10/2024",3,1,"100",30,"CRC","313","03/12/2024"
"7934p1","7934","06/09/2024",17,1,"100",0,"PIX","254.6","03/12/2024"
"7935p1","7935","05/10/2024",15,1,"33.33",30,"BOL","249","03/12/2024"
"7935p2","7935","05/11/2024",15,2,"33.33",61,"BOL","249","03/12/2024"
"7935p3","7935","05/12/2024",15,3,"33.34",91,"BOL","249","03/12/2024"
"7936p1","7936","05/10/2024",15,1,"50",30,"BOL","163.99","03/12/2024"
"7936p2","7936","05/11/2024",15,2,"50",61,"BOL","163.99","03/12/2024"
"7937p1","7937","06/09/2024",17,1,"100",0,"PIX","149","03/12/2024"
"7938p1","7938","05/09/2024",17,1,"20.01",30,"PIX","1153","03/12/2024"
"7938p2","7938","05/11/2024",15,2,"13.33",61,"BOL","768.22","03/12/2024"
"7938p3","7938","05/12/2024",15,3,"13.33",91,"BOL","768.22","03/12/2024"
"7938p4","7938","05/01/2025",15,4,"13.33",122,"BOL","768.22","03/12/2024"
"7938p5","7938","05/02/2025",15,5,"13.33",153,"BOL","768.22","03/12/2024"
"7938p6","7938","05/03/2025",15,6,"13.33",181,"BOL","768.22","03/12/2024"
"7938p7","7938","05/04/2025",15,7,"13.34",212,"BOL","768.22","03/12/2024"
"7939p1","7939","05/10/2024",15,1,"50",30,"BOL","218.5","03/12/2024"
"7939p2","7939","05/11/2024",15,2,"50",61,"BOL","218.5","03/12/2024"
"7940p1","7940","05/10/2024",15,1,"25",30,"BOL","359.25","03/12/2024"
"7940p2","7940","05/11/2024",15,2,"25",61,"BOL","359.25","03/12/2024"
"7940p3","7940","05/12/2024",15,3,"25",91,"BOL","359.25","03/12/2024"
"7940p4","7940","05/01/2025",15,4,"25",122,"BOL","359.25","03/12/2024"
"7941p1","7941","18/10/2024",15,1,"100",30,"BOL","231","03/12/2024"
"7943p1","7943","09/09/2024",17,1,"100",0,"PIX","160.55","03/12/2024"
"7944p1","7944","06/10/2024",3,1,"33.33",30,"CRC","281.67","03/12/2024"
"7944p2","7944","06/11/2024",3,2,"33.33",61,"CRC","281.67","03/12/2024"
"7944p3","7944","06/12/2024",3,3,"33.34",91,"CRC","281.66","03/12/2024"
"7945p1","7945","18/10/2024",3,1,"100",30,"CRC","151.2","03/12/2024"
"7946p1","7946","06/09/2024",17,1,"100",0,"PIX","224","03/12/2024"
"7947p1","7947","10/09/2024",15,1,"100",30,"BOL","5385","03/12/2024"
"7948p1","7948","06/09/2024",17,1,"100",0,"PIX","5385","03/12/2024"
"7949p1","7949","09/09/2024",4,1,"100",0,"CRD","335","03/12/2024"
"7950p1","7950","06/10/2024",15,1,"100",30,"BOL","507","03/12/2024"
"7951p1","7951","06/10/2024",3,1,"10",30,"CRT","1102.15","03/12/2024"
"7951p2","7951","06/11/2024",3,2,"10",61,"CRT","1102.15","03/12/2024"
"7951p3","7951","06/12/2024",3,3,"10",91,"CRT","1102.15","03/12/2024"
"7951p4","7951","06/01/2025",3,4,"10",122,"CRT","1102.15","03/12/2024"
"7951p5","7951","06/02/2025",3,5,"10",153,"CRT","1102.15","03/12/2024"
"7951p6","7951","06/03/2025",3,6,"10",181,"CRT","1102.15","03/12/2024"
"7951p7","7951","06/04/2025",3,7,"10",212,"CRT","1102.15","03/12/2024"
"7951p8","7951","06/05/2025",3,8,"10",242,"CRT","1102.15","03/12/2024"
"7951p9","7951","06/06/2025",3,9,"10",273,"CRT","1102.15","03/12/2024"
"7951p10","7951","06/07/2025",3,10,"10",303,"CRT","1102.15","03/12/2024"
"7952p1","7952","09/09/2024",4,1,"100",0,"CRD","144","03/12/2024"
"7953p1","7953","09/10/2024",15,1,"50",30,"BOL","163.5","03/12/2024"
"7953p2","7953","09/11/2024",15,2,"50",61,"BOL","163.5","03/12/2024"
"7954p1","7954","13/09/2024",17,1,"27.0878",30,"PIX","10000","03/12/2024"
"7954p2","7954","09/10/2024",15,2,"3.04",61,"BOL","1121.54","03/12/2024"
"7954p3","7954","09/10/2024",15,3,"3.04",91,"BOL","1121.54","03/12/2024"
"7954p4","7954","09/11/2024",15,4,"3.04",122,"BOL","1121.54","03/12/2024"
"7954p5","7954","09/11/2024",15,5,"3.04",153,"BOL","1121.54","03/12/2024"
"7954p6","7954","09/12/2024",15,6,"3.04",181,"BOL","1121.54","03/12/2024"
"7954p7","7954","09/12/2024",15,7,"3.04",212,"BOL","1121.54","03/12/2024"
"7954p8","7954","09/01/2025",15,8,"3.04",242,"BOL","1121.54","03/12/2024"
"7954p9","7954","09/01/2025",15,9,"3.04",273,"BOL","1121.54","03/12/2024"
"7954p10","7954","09/02/2025",15,10,"3.04",303,"BOL","1121.54","03/12/2024"
"7954p11","7954","09/02/2025",15,11,"3.04",334,"BOL","1121.54","03/12/2024"
"7954p12","7954","09/03/2025",15,12,"3.04",365,"BOL","1121.54","03/12/2024"
"7954p13","7954","09/03/2025",15,13,"3.04",395,"BOL","1121.54","03/12/2024"
"7954p14","7954","09/04/2025",15,14,"3.04",426,"BOL","1121.54","03/12/2024"
"7954p15","7954","09/04/2025",15,15,"3.04",456,"BOL","1121.54","03/12/2024"
"7954p16","7954","09/05/2025",15,16,"3.04",487,"BOL","1121.54","03/12/2024"
"7954p17","7954","09/05/2025",15,17,"3.04",518,"BOL","1121.54","03/12/2024"
"7954p18","7954","09/06/2025",15,18,"3.04",546,"BOL","1121.54","03/12/2024"
"7954p19","7954","09/06/2025",15,19,"3.04",577,"BOL","1121.54","03/12/2024"
"7954p20","7954","09/07/2025",15,20,"3.04",607,"BOL","1121.54","03/12/2024"
"7954p21","7954","09/07/2025",15,21,"3.04",638,"BOL","1121.54","03/12/2024"
"7954p22","7954","09/08/2025",15,22,"3.04",668,"BOL","1121.54","03/12/2024"
"7954p23","7954","09/08/2025",15,23,"3.04",699,"BOL","1121.54","03/12/2024"
"7954p24","7954","09/09/2025",15,24,"3.04",730,"BOL","1121.54","03/12/2024"
"7954p25","7954","09/09/2025",15,25,"2.9922",760,"BOL","1121.58","03/12/2024"
"7955p1","7955","09/10/2024",15,1,"50",30,"BOL","230","03/12/2024"
"7955p2","7955","09/11/2024",15,2,"50",61,"BOL","230","03/12/2024"
"7956p1","7956","10/10/2024",3,1,"100",30,"CRC","171","03/12/2024"
"7957p1","7957","09/09/2024",17,1,"100",0,"PIX","89","03/12/2024"
"7958p1","7958","09/10/2024",15,1,"20",30,"BOL","474.2","03/12/2024"
"7958p2","7958","09/11/2024",15,2,"20",61,"BOL","474.2","03/12/2024"
"7958p3","7958","09/12/2024",15,3,"20",91,"BOL","474.2","03/12/2024"
"7958p4","7958","09/01/2025",15,4,"20",122,"BOL","474.2","03/12/2024"
"7958p5","7958","09/02/2025",15,5,"20",153,"BOL","474.2","03/12/2024"
"7959p1","7959","09/10/2024",15,1,"50",30,"BOL","5004.63","03/12/2024"
"7959p2","7959","09/11/2024",15,2,"50",61,"BOL","5004.63","03/12/2024"
"7960p1","7960","10/10/2024",15,1,"100",30,"BOL","1255","03/12/2024"
"7962p1","7962","10/09/2024",17,1,"52.4",30,"PIX","3000","03/12/2024"
"7962p2","7962","10/11/2024",3,2,"3.97",61,"CRC","227.08","03/12/2024"
"7962p3","7962","10/12/2024",3,3,"3.97",91,"CRC","227.08","03/12/2024"
"7962p4","7962","10/01/2025",3,4,"3.97",122,"CRC","227.08","03/12/2024"
"7962p5","7962","10/02/2025",3,5,"3.97",153,"CRC","227.08","03/12/2024"
"7962p6","7962","10/03/2025",3,6,"3.97",181,"CRC","227.08","03/12/2024"
"7962p7","7962","10/04/2025",3,7,"3.97",212,"CRC","227.08","03/12/2024"
"7962p8","7962","10/05/2025",3,8,"3.97",242,"CRC","227.08","03/12/2024"
"7962p9","7962","10/06/2025",3,9,"3.97",273,"CRC","227.08","03/12/2024"
"7962p10","7962","10/07/2025",3,10,"3.97",303,"CRC","227.08","03/12/2024"
"7962p11","7962","10/08/2025",3,11,"3.97",334,"CRC","227.08","03/12/2024"
"7962p12","7962","10/09/2025",3,12,"3.97",365,"CRC","227.08","03/12/2024"
"7962p13","7962","10/10/2025",3,13,"3.93",395,"CRC","227.12","03/12/2024"
"7963p1","7963","10/10/2024",15,1,"33.33",30,"BOL","230","03/12/2024"
"7963p2","7963","10/11/2024",15,2,"33.33",61,"BOL","230","03/12/2024"
"7963p3","7963","10/12/2024",15,3,"33.34",91,"BOL","230","03/12/2024"
"7964p1","7964","10/09/2024",17,1,"100",0,"PIX","390","03/12/2024"
"7965p1","7965","10/09/2024",15,1,"100",0,"BOL","245","03/12/2024"
"7966p1","7966","10/09/2024",17,1,"100",0,"PIX","20","03/12/2024"
"7967p1","7967","11/10/2024",15,1,"50",30,"BOL","193.5","03/12/2024"
"7967p2","7967","11/11/2024",15,2,"50",61,"BOL","193.5","03/12/2024"
"7968p1","7968","10/10/2024",15,1,"25",30,"BOL","422.5","03/12/2024"
"7968p2","7968","10/11/2024",15,2,"25",61,"BOL","422.5","03/12/2024"
"7968p3","7968","10/12/2024",15,3,"25",91,"BOL","422.5","03/12/2024"
"7968p4","7968","10/01/2025",15,4,"25",122,"BOL","422.5","03/12/2024"
"7969p1","7969","10/09/2024",17,1,"100",0,"PIX","970","03/12/2024"
"7970p1","7970","10/10/2024",15,1,"12.5",30,"BOL","1250","03/12/2024"
"7970p2","7970","10/11/2024",15,2,"12.5",61,"BOL","1250","03/12/2024"
"7970p3","7970","10/12/2024",15,3,"12.5",91,"BOL","1250","03/12/2024"
"7970p4","7970","10/01/2025",15,4,"12.5",122,"BOL","1250","03/12/2024"
"7970p5","7970","10/02/2025",15,5,"12.5",153,"BOL","1250","03/12/2024"
"7970p6","7970","10/03/2025",15,6,"12.5",181,"BOL","1250","03/12/2024"
"7970p7","7970","10/04/2025",15,7,"12.5",212,"BOL","1250","03/12/2024"
"7970p8","7970","10/05/2025",15,8,"12.5",242,"BOL","1250","03/12/2024"
"7971p1","7971","10/10/2024",15,1,"50",30,"BOL","169","03/12/2024"
"7971p2","7971","10/11/2024",15,2,"50",61,"BOL","169","03/12/2024"
"7972p1","7972","27/11/2024",,1,"100",0,,"160","03/12/2024"
"7973p1","7973","11/10/2024",3,1,"33.33",30,"CRC","229","03/12/2024"
"7973p2","7973","11/11/2024",3,2,"33.33",61,"CRC","229","03/12/2024"
"7973p3","7973","11/12/2024",3,3,"33.34",91,"CRC","229","03/12/2024"
"7974p1","7974","18/09/2024",17,1,"100",0,"PIX","326.8","03/12/2024"
"7975p1","7975","11/09/2024",17,1,"100",0,"PIX","5385","03/12/2024"
"7976p1","7976","11/10/2024",15,1,"33.33",30,"BOL","349.67","03/12/2024"
"7976p2","7976","11/11/2024",15,2,"33.33",61,"BOL","349.67","03/12/2024"
"7976p3","7976","11/12/2024",15,3,"33.34",91,"BOL","349.66","03/12/2024"
"7977p1","7977","11/10/2024",15,1,"50",30,"BOL","253.5","03/12/2024"
"7977p2","7977","11/11/2024",15,2,"50",61,"BOL","253.5","03/12/2024"
"7978p1","7978","12/09/2024",5,1,"100",0,"CART","5472.66","03/12/2024"
"7979p1","7979","12/10/2024",3,1,"8.33",30,"CRC","441.55","03/12/2024"
"7979p2","7979","12/11/2024",3,2,"8.33",61,"CRC","441.55","03/12/2024"
"7979p3","7979","12/12/2024",3,3,"8.33",91,"CRC","441.55","03/12/2024"
"7979p4","7979","12/01/2025",3,4,"8.33",122,"CRC","441.55","03/12/2024"
"7979p5","7979","12/02/2025",3,5,"8.33",153,"CRC","441.55","03/12/2024"
"7979p6","7979","12/03/2025",3,6,"8.33",181,"CRC","441.55","03/12/2024"
"7979p7","7979","12/04/2025",3,7,"8.33",212,"CRC","441.55","03/12/2024"
"7979p8","7979","12/05/2025",3,8,"8.33",242,"CRC","441.55","03/12/2024"
"7979p9","7979","12/06/2025",3,9,"8.33",273,"CRC","441.55","03/12/2024"
"7979p10","7979","12/07/2025",3,10,"8.33",303,"CRC","441.55","03/12/2024"
"7979p11","7979","12/08/2025",3,11,"8.33",334,"CRC","441.55","03/12/2024"
"7979p12","7979","12/09/2025",3,12,"8.37",365,"CRC","441.55","03/12/2024"
"7980p1","7980","30/10/2024",15,1,"25",30,"BOL","212.75","03/12/2024"
"7980p2","7980","30/11/2024",15,2,"25",61,"BOL","212.75","03/12/2024"
"7980p3","7980","30/12/2024",15,3,"25",91,"BOL","212.75","03/12/2024"
"7980p4","7980","30/01/2025",15,4,"25",122,"BOL","212.75","03/12/2024"
"7981p1","7981","12/10/2024",3,1,"10",30,"CRC","453.57","03/12/2024"
"7981p2","7981","12/11/2024",3,2,"10",61,"CRC","453.57","03/12/2024"
"7981p3","7981","12/12/2024",3,3,"10",91,"CRC","453.57","03/12/2024"
"7981p4","7981","12/01/2025",3,4,"10",122,"CRC","453.57","03/12/2024"
"7981p5","7981","12/02/2025",3,5,"10",153,"CRC","453.57","03/12/2024"
"7981p6","7981","12/03/2025",3,6,"10",181,"CRC","453.57","03/12/2024"
"7981p7","7981","12/04/2025",3,7,"10",212,"CRC","453.57","03/12/2024"
"7981p8","7981","12/05/2025",3,8,"10",242,"CRC","453.57","03/12/2024"
"7981p9","7981","12/06/2025",3,9,"10",273,"CRC","453.57","03/12/2024"
"7981p10","7981","12/07/2025",3,10,"10",303,"CRC","453.57","03/12/2024"
"7983p1","7983","12/10/2024",15,1,"25",30,"BOL","162","03/12/2024"
"7983p2","7983","12/11/2024",15,2,"25",61,"BOL","162","03/12/2024"
"7983p3","7983","12/12/2024",15,3,"25",91,"BOL","162","03/12/2024"
