"codigo_item","numero_pedido","codigo_produto","cfop","ncm","percentual_desconto","quantidade","reservado","valor_deducao","valor_desconto","valor_mercadoria","valor_total","valor_unitario","dalt"
"8446063742","7842","8425327191","5.102","3004.90.99","0",3,"N","0","0","507","507","169","03/12/2024"
"8446026796","7843","8430426215","5.102","5603.12.40","0",1,"N","0","0","34","69","34","03/12/2024"
"8446040257","7844","8431498677","6.108","9018.20.90","0",1,"N","0","0","4695.86","4695.86","4695.86","03/12/2024"
"8446078286","7845","8425327191","5.102","3004.90.99","0",1,"N","0","0","169","169","169","03/12/2024"
"8446117929","7846","8425327191","5.102","3004.90.99","0",2,"N","0","0","338","338","169","03/12/2024"
"8446118073","7846","8431630591","5.102","3006.10.90","0",1,"N","0","0","99","99","99","03/12/2024"
"8446126430","7847","8431630591","5.102","3006.10.90","0",2,"N","0","0","198","213","99","03/12/2024"
"8446145368","7848","8425327211","5.102","3006.10.90","0",4,"N","0","0","640","640","160","03/12/2024"
"8446145490","7848","8425327191","5.102","3004.90.99","0",1,"N","0","0","160","160","160","03/12/2024"
"8446149880","7849","8425327211","5.102","3006.10.90","0",4,"N","0","0","640","640","160","03/12/2024"
"8446150245","7849","8425327198","5.102","3004.90.99","0",1,"N","0","0","455","455","455","03/12/2024"
"8446150425","7849","8425327191","5.102","3004.90.99","0",3,"N","0","0","480","480","160","03/12/2024"
"8447723473","7850","8431790039","5.102","9021.10.10","30",10,"N","0","126","420","294","42","03/12/2024"
"8447767910","7851","8425327211","5.102","3006.10.90","0",3,"N","0","0","507","507","169","03/12/2024"
"8447794026","7852","8425297430","6.108","9018.20.90","0",1,"N","0","0","5385","5385","5385","03/12/2024"
"8447841314","7853","8425327191","5.102","3004.90.99","0",6,"N","0","0","1014","1030.92","169","03/12/2024"
"8447842187","7853","8431592146","5.102","3004.90.99","0",4,"N","0","0","676","687.28","169","03/12/2024"
"8447876467","7853","8447871771","5.102","9018.49.19","0",1,"N","0","0","107.69","109.49","107.692308","03/12/2024"
"8447832965","7854","8431761142","5.102","3006.10.90","0",6,"N","0","0","1170","1170","195","03/12/2024"
"8447870449","7856","8431498683","5.102","2934.30.90","5",1,"N","0","8.6","172","178.4","172","03/12/2024"
"8447904434","7857","8425327191","5.102","3004.90.99","0",10,"N","0","0","1690","1690","169","03/12/2024"
"8447939986","7859","8425327211","5.102","3006.10.90","0",5,"N","0","0","800","800","160","03/12/2024"
"8447940163","7859","8431592146","5.102","3004.90.99","0",1,"N","0","0","160","160","160","03/12/2024"
"8447940556","7859","8425327191","5.102","3004.90.99","0",2,"N","0","0","320","320","160","03/12/2024"
"8448010167","7861","8425327211","5.102","3006.10.90","0",7,"N","0","0","1120","1120","160","03/12/2024"
"8448010361","7861","8425327198","5.102","3004.90.99","0",3,"N","0","0","1365","1365","455","03/12/2024"
"8448010519","7861","8431592146","5.102","3004.90.99","0",3,"N","0","0","480","480","160","03/12/2024"
"8448010611","7861","8425327191","5.102","3004.90.99","0",3,"N","0","0","480","480","160","03/12/2024"
"8448150362","7862","8425327198","5.102","3004.90.99","0",1,"N","0","0","430","430","430","03/12/2024"
"8448313178","7864","8425327191","5.102","3004.90.99","58.5798816568",1,"N","0","99","169","70","169","03/12/2024"
"8448363050","7865","8431592137","5.102","3004.90.99","8.2840236686",1,"N","0","14","169","155","169","03/12/2024"
"8448426752","7866","8425327191","5.102","3004.90.99","0",1,"N","0","0","169","169","169","03/12/2024"
"8448426817","7866","8431630591","5.102","3006.10.90","0",1,"N","0","0","99","99","99","03/12/2024"
"8448431638","7867","8431498677","5.102","9018.20.90","0",1,"N","0","0","5298.6","5298.6","5298.6","03/12/2024"
"8448443746","7868","8425297430","5.102","9018.20.90","0",1,"N","0","0","6153.2","6153.2","6153.2","03/12/2024"
"8448480482","7869","8425327191","5.102","3004.90.99","0",6,"N","0","0","1014","1014","169","03/12/2024"
"8448510787","7870","8425327198","6.108","3004.90.99","0",2,"N","0","0","910","910","455","03/12/2024"
"8448510919","7870","8425327191","6.108","3004.90.99","0",4,"N","0","0","640","640","160","03/12/2024"
"8448517777","7871","8425327211","6.108","3006.10.90","0",1,"N","0","0","160","160","160","03/12/2024"
"8448517911","7871","8425327198","6.108","3004.90.99","0",1,"N","0","0","455","455","455","03/12/2024"
"8448518313","7871","8431592146","6.108","3004.90.99","0",1,"N","0","0","160","160","160","03/12/2024"
"8448518379","7871","8425327191","6.108","3004.90.99","0",2,"N","0","0","320","320","160","03/12/2024"
"8448520775","7872","8425327211","5.102","3006.10.90","0",1,"N","0","0","160","160","160","03/12/2024"
"8448521046","7872","8425327198","5.102","3004.90.99","0",6,"N","0","0","2730","2730","455","03/12/2024"
"8448592341","7873","8431790039","5.102","9021.10.10","30",5,"N","0","63","210","147","42","03/12/2024"
"8448623817","7874","8425297430","5.102","9018.20.90","0",1,"N","0","0","6153.2","6153.2","6153.2","03/12/2024"
"8448660989","7875","8425327191","5.102","3004.90.99","0",1,"N","0","0","169","169","169","03/12/2024"
"8448661198","7875","8425327211","5.102","3006.10.90","0",1,"N","0","0","169","169","169","03/12/2024"
"8448673776","7876","8448664888","5.102","9018.20.90","0",1,"N","0","0","2830.2","2830.2","2830.2","03/12/2024"
"8448691778","7877","8425327211","5.102","3006.10.90","0",10,"N","0","0","1690","1725","169","03/12/2024"
"8448693352","7878","8425327198","5.102","3004.90.99","0",2,"N","0","0","958","958","479","03/12/2024"
"8448726722","7879","8425327191","5.102","3004.90.99","5",1,"N","0","8.45","169","160.55","169","03/12/2024"
"8448726925","7879","8431630591","5.102","3006.10.90","5",1,"N","0","4.95","99","94.05","99","03/12/2024"
"8448738759","7880","8425327211","5.102","3006.10.90","0",5,"N","0","0","625","625","125","03/12/2024"
"8448748282","7880","8425327198","5.102","3004.90.99","0",1,"N","0","0","479","479","479","03/12/2024"
"8448752651","7880","8431592121","5.102","3006.10.90","0",1,"N","0","0","268","268","268","03/12/2024"
"8448753016","7880","8425327191","5.102","3004.90.99","0",30,"N","0","0","3750","3750","125","03/12/2024"
"8448753325","7880","8431628815","5.102","3004.90.99","0",1,"N","0","0","419","419","419","03/12/2024"
"8448753762","7880","8431553236","5.102","3006.10.90","0",1,"N","0","0","195","195","195","03/12/2024"
"8448760677","7880","8431553125","5.102","3006.10.90","0",1,"N","0","0","195","195","195","03/12/2024"
"8448771614","7881","8431323167","5.102","3006.10.90","0",2,"N","0","0","564","564","282","03/12/2024"
"8448771920","7881","8431592137","5.102","3004.90.99","0",2,"N","0","0","338","338","169","03/12/2024"
"8448778009","7882","8431323177","5.102","3006.10.90","0",5,"N","0","0","645","645","129","03/12/2024"
"8448781865","7883","8425327198","5.102","3004.90.99","5",1,"N","0","23.95","479","455.05","479","03/12/2024"
"8448804402","7884","8431498677","6.108","9018.20.90","0",1,"N","0","0","4657.59","4657.59","4657.59","03/12/2024"
"8448829981","7885","8425297430","5.102","9018.20.90","0",1,"N","0","0","5535.9","5535.9","5535.9","03/12/2024"
"8448839304","7886","8442272946","5.102","6307.90.90","0",1,"N","0","0","15","17.88","15","03/12/2024"
"8448839571","7886","8444846887","5.102","9018.39.99","0",25,"N","0","0","15","17.88","0.6","03/12/2024"
"8448839854","7886","8449751415","5.102","9018.39.29","0",50,"N","0","0","100","119.24","2","03/12/2024"
"8449715921","7887","8425327211","5.102","3006.10.90","5",6,"N","0","50.7","1014","963.3","169","03/12/2024"
"8449732214","7888","8431592146","5.102","3004.90.99","0",1,"N","0","0","169","181.61","169","03/12/2024"
"8449732366","7888","8431630591","5.102","3006.10.90","0",1,"N","0","0","99","106.39","99","03/12/2024"
"8450256826","7890","8431323177","5.102","3006.10.90","0",1,"N","0","0","129","129","129","03/12/2024"
"8450271998","7891","8425327191","5.102","3004.90.99","0",3,"N","0","0","507","507","169","03/12/2024"
"8450364234","7892","8425327191","5.102","3004.90.99","5",1,"N","0","8.45","169","175.55","169","03/12/2024"
"8450645767","7893","8431498683","5.102","2934.30.90","0",1,"N","0","0","176","176","176","03/12/2024"
"8450697514","7894","8425327211","5.102","3006.10.90","0",2,"N","0","0","320","320","160","03/12/2024"
"8450701122","7894","8425327198","5.102","3004.90.99","0",2,"N","0","0","910","910","455","03/12/2024"
"8450701589","7894","8425327191","5.102","3004.90.99","0",3,"N","0","0","480","480","160","03/12/2024"
"8450707547","7895","8430426215","5.102","5603.12.40","5",5,"N","0","8.5","170","176.5","34","03/12/2024"
"8450713951","7896","8425327211","5.102","3006.10.90","0",2,"N","0","0","320","320","160","03/12/2024"
"8450714087","7896","8425327198","5.102","3004.90.99","0",1,"N","0","0","455","455","455","03/12/2024"
"8450714326","7896","8425327191","5.102","3004.90.99","0",3,"N","0","0","480","480","160","03/12/2024"
"8450724333","7897","8425327211","5.102","3006.10.90","0",1,"N","0","0","160","160","160","03/12/2024"
"8450724384","7897","8425327198","5.102","3004.90.99","0",1,"N","0","0","455","455","455","03/12/2024"
"8450725607","7898","8425327191","5.102","3004.90.99","0",2,"N","0","0","338","338","169","03/12/2024"
"8450725670","7898","8431323167","5.102","3006.10.90","0",1,"N","0","0","282","282","282","03/12/2024"
"8450731601","7899","8431323167","5.102","3006.10.90","0",1,"N","0","0","282","300","282","03/12/2024"
"8450747093","7900","8425327211","6.108","3006.10.90","0",1,"N","0","0","160","160","160","03/12/2024"
"8450747181","7900","8425327198","6.108","3004.90.99","0",3,"N","0","0","1365","1365","455","03/12/2024"
"8450747517","7900","8431592146","6.108","3004.90.99","0",1,"N","0","0","160","160","160","03/12/2024"
"8450763107","7901","8431592137","5.102","3004.90.99","0",2,"N","0","0","338","338","169","03/12/2024"
"8450763243","7901","8431592146","5.102","3004.90.99","0",4,"N","0","0","676","676","169","03/12/2024"
"8450853918","7902","8431663438","5.102","9018.20.90","0",1,"N","0","0","11021.5","11021.5","11021.5","03/12/2024"
"8451040238","7903","8431630591","5.102","3006.10.90","0",6,"N","0","0","594","594","99","03/12/2024"
"8451044689","7904","8425327211","5.102","3006.10.90","0",10,"N","0","0","950","950","95","03/12/2024"
"8451045025","7904","8425327191","5.102","3004.90.99","0",10,"N","0","0","950","950","95","03/12/2024"
"8451049713","7905","8431340855","5.102","3306.90.00","0",1,"N","0","0","140","140","140","03/12/2024"
"8451059698","7906","8425327211","5.102","3006.10.90","0",4,"N","0","0","640","640","160","03/12/2024"
"8451060598","7906","8425327198","5.102","3004.90.99","0",1,"N","0","0","455","455","455","03/12/2024"
"8451060685","7906","8425327191","5.102","3004.90.99","0",1,"N","0","0","160","160","160","03/12/2024"
"8451060660","7907","8425327198","5.102","3004.90.99","0",1,"N","0","0","479","496","479","03/12/2024"
"8451136040","7907","8431592137","5.102","3004.90.99","0",1,"N","0","0","169","175","169","03/12/2024"
"8451154292","7907","8425327191","5.102","3004.90.99","0",2,"N","0","0","338","350","169","03/12/2024"
"8453027700","7909","8431630591","5.102","3006.10.90","5",1,"N","0","4.95","99","114.05","99","03/12/2024"
"8453103994","7910","8431630591","5.102","3006.10.90","0",1,"N","0","0","99","99","99","03/12/2024"
"8453463392","7910","8431628815","5.102","3004.90.99","20",1,"N","0","83.8","419","335.2","419","03/12/2024"
"8453463413","7910","8431630591","5.102","3006.10.90","0",1,"N","0","0","99","99","99","03/12/2024"
"8453125295","7911","8431592146","5.102","3004.90.99","0",3,"N","0","0","507","507","169","03/12/2024"
"8453195128","7912","8425327198","5.102","3004.90.99","0",3,"N","0","0","1437","1437","479","03/12/2024"
"8453245022","7913","8425327191","5.102","3004.90.99","5",1,"N","0","8.45","169","175.55","169","03/12/2024"
"8453288369","7914","8431498683","5.102","2934.30.90","0",1,"N","0","0","176","176","176","03/12/2024"
"8453288841","7914","8431498680","5.102","2934.30.90","0",1,"N","0","0","176","176","176","03/12/2024"
"8453331480","7915","8425327191","5.102","3004.90.99","0",6,"N","0","0","1014","1014","169","03/12/2024"
"8453525443","7916","8425327211","5.102","3006.10.90","0",1,"N","0","0","169","169","169","03/12/2024"
"8453525821","7916","8431592137","5.102","3004.90.99","0",1,"N","0","0","169","169","169","03/12/2024"
"8453525999","7916","8425327191","5.102","3004.90.99","0",2,"N","0","0","338","338","169","03/12/2024"
"8453529148","7917","8431592121","5.102","3006.10.90","0",1,"N","0","0","239.99","239.99","239.99","03/12/2024"
"8453551419","7917","8425327211","5.102","3006.10.90","0",1,"N","0","0","143.99","143.99","143.99","03/12/2024"
"8453620947","7918","8447871771","5.102","9018.49.19","0",1,"N","0","0","157","157","157","03/12/2024"
"8453868843","7919","8425327191","5.102","3004.90.99","0",6,"N","0","0","1014","1014","169","03/12/2024"
"8453871153","7920","8432532290","5.102","9021.10.10","0",1,"N","0","0","108","108","108","03/12/2024"
"8454400057","7923","8425327211","5.102","3006.10.90","0",1,"N","0","0","169","179","169","03/12/2024"
"8454400111","7923","8425327191","5.102","3004.90.99","0",1,"N","0","0","169","179","169","03/12/2024"
"8454447911","7924","8431323177","5.102","3006.10.90","0",4,"N","0","0","516","516","129","03/12/2024"
"8454512946","7925","8431323167","5.102","3006.10.90","0",1,"N","0","0","282","282","282","03/12/2024"
"8454691451","7926","8425327211","5.102","3006.10.90","0",4,"N","0","0","676","676","169","03/12/2024"
"8454691546","7926","8431323177","5.102","3006.10.90","0",1,"N","0","0","129","129","129","03/12/2024"
"8454729259","7927","8431323167","5.102","3006.10.90","0",2,"N","0","0","564","564","282","03/12/2024"
"8454807437","7929","8425327198","5.102","3004.90.99","0",1,"N","0","0","430","430","430","03/12/2024"
"8454810144","7930","8425327191","5.102","3004.90.99","5",1,"N","0","8.45","169","160.55","169","03/12/2024"
"8454814729","7931","8425327198","5.102","3004.90.99","3",3,"N","0","43.11","1437","1393.89","479","03/12/2024"
"8454820370","7932","8425327211","5.102","3006.10.90","0",1,"N","0","0","169","169","169","03/12/2024"
"8454820515","7932","8431592146","5.102","3004.90.99","0",1,"N","0","0","169","169","169","03/12/2024"
"8454850249","7933","8450270063","5.102","3006.10.90","0",1,"N","0","0","129","135.49","129","03/12/2024"
"8454850890","7933","8425327191","5.102","3004.90.99","0",1,"N","0","0","169","177.51","169","03/12/2024"
"8454884671","7934","8431592121","5.102","3006.10.90","5",1,"N","0","13.4","268","254.6","268","03/12/2024"
"8454894543","7935","8425327198","5.102","3004.90.99","0",1,"N","0","0","479","479","479","03/12/2024"
"8454894640","7935","8431592121","5.102","3006.10.90","0",1,"N","0","0","268","268","268","03/12/2024"
"8454902457","7936","8425327213","5.102","3006.10.90","0",2,"N","0","0","327.98","327.98","163.99","03/12/2024"
"8454903766","7937","8431672770","5.102","9018.20.90","0",1,"N","0","0","149","149","149","03/12/2024"
"8454960498","7938","8425297430","5.102","9018.20.90","0",1,"N","0","0","5762.32","5762.32","5762.32","03/12/2024"
"8455117068","7939","8431592146","5.102","3004.90.99","0",1,"N","0","0","169","169","169","03/12/2024"
"8455117555","7939","8431592121","5.102","3006.10.90","0",1,"N","0","0","268","268","268","03/12/2024"
"8455131475","7940","8425327198","5.102","3004.90.99","0",3,"N","0","0","1437","1437","479","03/12/2024"
"8455288955","7941","8432532290","5.102","9021.10.10","0",2,"N","0","0","216","231","108","03/12/2024"
"8455525469","7943","8425327191","5.102","3004.90.99","5",1,"N","0","8.45","169","160.55","169","03/12/2024"
"8455534590","7944","8425327211","5.102","3006.10.90","0",5,"N","0","0","845","845","169","03/12/2024"
"8455535307","7945","8431790039","5.102","9021.10.10","10",4,"N","0","16.8","168","151.2","42","03/12/2024"
"8455635884","7946","8431790036","5.102","9021.10.10","20",2,"N","0","56","280","224","140","03/12/2024"
"8455648170","7947","8425297430","5.102","9018.20.90","0",1,"N","0","0","5385","5385","5385","03/12/2024"
"8455667397","7948","8425297430","5.102","9018.20.90","0",1,"N","0","0","5385","5385","5385","03/12/2024"
"8455679813","7949","8431628815","5.102","3004.90.99","0",1,"N","0","0","335","335","335","03/12/2024"
"8455681936","7950","8431592137","5.102","3004.90.99","0",3,"N","0","0","507","507","169","03/12/2024"
"8455708110","7951","8431663438","5.102","9018.20.90","0",1,"N","0","0","11021.5","11021.5","11021.5","03/12/2024"
"8455923468","7952","8431790039","5.102","9021.10.10","50",6,"N","0","144","288","144","48","03/12/2024"
"8456178152","7953","8431630591","5.102","3006.10.90","0",3,"N","0","0","297","327","99","03/12/2024"
"8456345960","7954","8431667547","5.102","9018.20.10","0",1,"N","0","0","36917","36917","36917","03/12/2024"
"8456342858","7955","8433127840","5.102","9018.49.19","0",1,"N","0","0","460","460","460","03/12/2024"
"8456349236","7956","8447871771","5.102","9018.49.19","0",1,"N","0","0","156","171","156","03/12/2024"
"8456418275","7957","8431652419","5.102","9018.39.29","0",1,"N","0","0","54","89","54","03/12/2024"
"8456484946","7958","8425327198","5.102","3004.90.99","0",2,"N","0","0","958","972.35","479","03/12/2024"
"8456485116","7958","8431592137","5.102","3004.90.99","0",3,"N","0","0","507","514.6","169","03/12/2024"
"8456485399","7958","8425327211","5.102","3006.10.90","0",4,"N","0","0","676","686.13","169","03/12/2024"
"8456486794","7958","8431553212","5.102","3006.10.90","0",1,"N","0","0","195","197.92","195","03/12/2024"
"8456517679","7959","8431663438","5.102","9018.20.90","0",1,"N","0","0","10009.26","10009.26","10009.26","03/12/2024"
"8457028262","7960","8425327211","5.102","3006.10.90","0",5,"N","0","0","800","800","160","03/12/2024"
"8457028989","7960","8425327198","5.102","3004.90.99","0",1,"N","0","0","455","455","455","03/12/2024"
"8457071762","7962","8425297430","5.102","9018.20.90","0",1,"N","0","0","5725","5725","5725","03/12/2024"
"8457107552","7963","8431323177","5.102","3006.10.90","10.8527131783",6,"N","0","84","774","690","129","03/12/2024"
"8457113436","7964","8431592137","5.102","3004.90.99","0",3,"N","0","0","390","390","130","03/12/2024"
"8457132979","7965","8444846887","5.102","9018.39.99","0",25,"N","0","0","15","17.5","0.6","03/12/2024"
"8457133210","7965","8440220755","5.102","9018.39.99","0",1,"N","0","0","195","227.5","195","03/12/2024"
"8457133085","7966","8442316888","5.102","3926.90.40","0",25,"N","0","0","20","20","0.8","03/12/2024"
"8457155030","7967","8431498683","6.108","2934.30.90","0",1,"N","0","0","176","193.5","176","03/12/2024"
"8457155126","7967","8431498680","6.108","2934.30.90","0",1,"N","0","0","176","193.5","176","03/12/2024"
"8457169138","7968","8425327211","5.102","3006.10.90","0",5,"N","0","0","845","845","169","03/12/2024"
"8457169267","7968","8431592146","5.102","3004.90.99","0",5,"N","0","0","845","845","169","03/12/2024"
"8457183537","7969","8425327211","5.102","3006.10.90","0",5,"N","0","0","485","485","97","03/12/2024"
"8457183720","7969","8425327191","5.102","3004.90.99","0",5,"N","0","0","485","485","97","03/12/2024"
"8457292719","7970","8425327198","5.102","3004.90.99","0",5,"N","0","0","2395","2395","479","03/12/2024"
"8457292882","7970","8431592146","5.102","3004.90.99","0",10,"N","0","0","1690","1690","169","03/12/2024"
"8457293062","7970","8425327191","5.102","3004.90.99","0",10,"N","0","0","1690","1690","169","03/12/2024"
"8457293317","7970","8431592137","5.102","3004.90.99","0",10,"N","0","0","1690","1690","169","03/12/2024"
"8457294114","7970","8425327211","5.102","3006.10.90","0",15,"N","0","0","2535","2535","169","03/12/2024"
"8457314715","7971","8425327211","5.102","3006.10.90","0",2,"N","0","0","338","338","169","03/12/2024"
"8457524470","7972","8432531495","5.102","9021.10.10","0",1,"N","0","0","110","121.38","110","03/12/2024"
"8457524619","7972","8432532966","5.102","9021.10.10","0",1,"N","0","0","35","38.62","35","03/12/2024"
"8457593693","7973","8425327213","5.102","3006.10.90","0",1,"N","0","0","268","268","268","03/12/2024"
"8457646058","7973","8431628815","5.102","3004.90.99","0",1,"N","0","0","419","419","419","03/12/2024"
"8458051864","7974","8431652419","5.102","9018.39.29","5",1,"N","0","2.7","54","51.3","54","03/12/2024"
"8458058548","7974","8431672770","5.102","9018.20.90","5",2,"N","0","14.5","290","275.5","145","03/12/2024"
"8458306409","7975","8425297430","6.108","9018.20.90","0",1,"N","0","0","5385","5385","5385","03/12/2024"
"8458407324","7976","8425327211","5.102","3006.10.90","0",6,"N","0","0","1014","1049","169","03/12/2024"
"8458499071","7977","8425327191","5.102","3004.90.99","0",3,"N","0","0","507","507","169","03/12/2024"
"8460130790","7978","8425297430","5.102","9018.20.90","0",1,"N","0","0","5472.66","5472.66","5472.66","03/12/2024"
"8460144113","7979","8431498677","5.102","9018.20.90","0",1,"N","0","0","5298.6","5298.6","5298.6","03/12/2024"
"8460156762","7980","8430426215","5.102","5603.12.40","0",1,"N","0","0","34","34","34","03/12/2024"
"8460157036","7980","8425327191","5.102","3004.90.99","0",1,"N","0","0","169","169","169","03/12/2024"
"8460157089","7980","8425327211","5.102","3006.10.90","0",1,"N","0","0","169","169","169","03/12/2024"
"8468635381","7980","8425327198","5.102","3004.90.99","0",1,"N","0","0","479","479","479","03/12/2024"
"8460170131","7981","8431652412","5.102","9018.20.90","0",1,"N","0","0","4535.7","4535.7","4535.7","03/12/2024"
"8460225362","7983","8425327211","5.102","3006.10.90","0",1,"N","0","0","169","169","169","03/12/2024"
"8460225758","7983","8425327198","5.102","3004.90.99","0",1,"N","0","0","479","479","479","03/12/2024"
"8460231327","7984","8431592146","5.102","3004.90.99","0",1,"N","0","0","169","169","169","03/12/2024"
"8460769569","7986","8425327211","5.102","3006.10.90","0",1,"N","0","0","169","169","169","03/12/2024"
"8460870137","7987","8425327191","5.102","3004.90.99","0",4,"N","0","0","676","676","169","03/12/2024"
"8460872066","7988","8432531495","5.102","9021.10.10","30",3,"N","0","99","330","231","110","03/12/2024"
"8460906290","7989","8431504534","5.102","2934.30.90","0",1,"N","0","0","176","211","176","03/12/2024"
"8460924806","7991","8444388627","5.102","3006.40.12","0",1,"N","0","0","89.9","89.9","89.9","03/12/2024"
"8460982592","7993","8425327191","5.102","3004.90.99","0",4,"N","0","0","676","676","169","03/12/2024"
"8460982840","7993","8440242093","5.102","9018.39.99","0",50,"N","0","0","99.5","99.5","1.99","03/12/2024"
"8461039553","7994","8431498677","5.102","9018.20.90","0",1,"N","0","0","4699.54","4699.54","4699.54","03/12/2024"
"8461044923","7995","8442265450","5.102","9018.39.29","0",1,"N","0","0","180","195","180","03/12/2024"
"8535719107","7961","8534117847","5.102","9018.49.99","0",2,"N","0","0","99.8","99.8","49.9","03/12/2024"
"8535719300","7961","8431790039","5.102","9021.10.10","30",4,"N","0","50.4","168","117.6","42","03/12/2024"
"8461146328","7996","8425327191","5.102","3004.90.99","5",1,"N","0","8.45","169","160.55","169","03/12/2024"
"8461147866","7997","8425327191","5.102","3004.90.99","0",1,"N","0","0","169","169","169","03/12/2024"
"8461148074","7997","8425327211","5.102","3006.10.90","0",1,"N","0","0","169","169","169","03/12/2024"
"8461187753","7998","8425327198","5.102","3004.90.99","0",1,"N","0","0","455","455","455","03/12/2024"
"8461209779","7999","8425327198","5.102","3004.90.99","5",1,"N","0","23.95","479","455.05","479","03/12/2024"
"8461213104","8000","8432526164","5.102","9021.10.10","10",2,"N","0","22","220","198","110","03/12/2024"
"8461216015","8001","8431790036","5.102","9021.10.10","10",1,"N","0","14","140","126","140","03/12/2024"
"8463014868","8001","8431790036","5.102","9021.10.10","10",1,"N","0","14","140","126","140","03/12/2024"
"8461384104","8003","8425297430","5.102","9018.20.90","0",1,"N","0","0","5537.88","5537.88","5537.88","03/12/2024"
"8461509593","8004","8431630591","5.102","3006.10.90","0",2,"N","0","0","198","206.19","99","03/12/2024"
"8461510773","8004","8425327211","5.102","3006.10.90","0",1,"N","0","0","169","175.99","169","03/12/2024"
"8461511119","8004","8425327198","5.102","3004.90.99","0",1,"N","0","0","479","498.82","479","03/12/2024"
"8461515428","8005","8431652419","5.102","9018.39.29","0",1,"N","0","0","54","89","54","03/12/2024"
"8461589810","8006","8425297430","5.102","9018.20.90","0",1,"N","0","0","5867.66","5867.66","5867.66","03/12/2024"
"8461630063","8007","8440242093","5.102","9018.39.99","0",50,"N","0","0","99.5","114.5","1.99","03/12/2024"
"8461659629","8008","8425327198","5.102","3004.90.99","0",1,"N","0","0","479","479","479","03/12/2024"
"8461688938","8008","8425327198","5.102","3004.90.99","0",2,"N","0","0","958","958","479","03/12/2024"
"8461662403","8009","8441791958","5.102","3006.10.90","5",2,"N","0","19.5","390","405.5","195","03/12/2024"
"8461683494","8010","8425297430","5.102","9018.20.90","0",1,"N","0","0","6000","6000","6000","03/12/2024"
"8461687185","8011","8425327191","5.102","3004.90.99","0",1,"N","0","0","169","169","169","03/12/2024"
"8461687365","8011","8425327211","5.102","3006.10.90","0",1,"N","0","0","169","169","169","03/12/2024"
"8461726302","8012","8425327211","5.102","3006.10.90","0",1,"N","0","0","169","169","169","03/12/2024"
"8461741532","8013","8431663438","5.102","9018.20.90","0",1,"N","0","0","10774.79","10774.79","10774.79","03/12/2024"
"8461839290","8014","8425297430","5.102","9018.20.90","0",1,"N","0","0","5537.88","5537.88","5537.88","03/12/2024"
"8462016374","8015","8425327213","5.102","3006.10.90","0",1,"N","0","0","268","268","268","03/12/2024"
"8462016548","8015","8425327191","5.102","3004.90.99","0",1,"N","0","0","169","169","169","03/12/2024"
"8462018185","8016","8431323177","5.102","3006.10.90","5",1,"N","0","6.45","129","122.55","129","03/12/2024"
"8462027652","8017","8431790039","5.102","9021.10.10","50",11,"N","0","264","528","264","48","03/12/2024"
"8462051515","8018","8425297430","5.102","9018.20.90","0",1,"N","0","0","5385","5385","5385","03/12/2024"
"8462192356","8019","8425327211","5.102","3006.10.90","0",1,"N","0","0","160","160","160","03/12/2024"
"8462206393","8019","8425327198","5.102","3004.90.99","0",1,"N","0","0","455","455","455","03/12/2024"
"8462214241","8019","8425327191","5.102","3004.90.99","0",3,"N","0","0","480","480","160","03/12/2024"
"8462398740","8020","8425327211","5.102","3006.10.90","0",3,"N","0","0","480","480","160","03/12/2024"
"8462399153","8020","8425327198","5.102","3004.90.99","0",1,"N","0","0","455","455","455","03/12/2024"
"8462397978","8021","8433133301","5.102","9018.49.19","0",1,"N","0","0","499","499","499","03/12/2024"
"8462398208","8021","8433127844","5.102","9018.49.19","0",1,"N","0","0","580","580","580","03/12/2024"
"8462404831","8022","8425327211","5.102","3006.10.90","0",2,"N","0","0","320","320","160","03/12/2024"
"8462409522","8022","8425327198","5.102","3004.90.99","0",1,"N","0","0","455","455","455","03/12/2024"
"8462411340","8022","8425327191","5.102","3004.90.99","0",1,"N","0","0","160","160","160","03/12/2024"
"8462465429","8023","8431790039","5.102","9021.10.10","30",10,"N","0","126","420","294","42","03/12/2024"
"8462421820","8024","8431630591","5.102","3006.10.90","0",1,"N","0","0","160","160","160","03/12/2024"
"8462421857","8024","8431592146","5.102","3004.90.99","0",1,"N","0","0","160","160","160","03/12/2024"
"8462421916","8024","8425327191","5.102","3004.90.99","0",1,"N","0","0","160","160","160","03/12/2024"
"8462423515","8025","8431630591","5.102","3006.10.90","0",3,"N","0","0","480","480","160","03/12/2024"
"8462423573","8025","8431592146","5.102","3004.90.99","0",2,"N","0","0","320","320","160","03/12/2024"
"8462426899","8026","8425327211","5.102","3006.10.90","0",2,"N","0","0","320","320","160","03/12/2024"
"8462426936","8026","8425327191","5.102","3004.90.99","0",2,"N","0","0","320","320","160","03/12/2024"
"8462437693","8027","8425327198","5.102","3004.90.99","0",2,"N","0","0","910","910","455","03/12/2024"
"8462510403","8028","8431553173","5.102","3006.10.90","5",2,"N","0","12.5","250","267.5","125","03/12/2024"
"8462515075","8029","8425327211","5.102","3006.10.90","0",2,"N","0","0","320","320","160","03/12/2024"
"8462515504","8029","8425327191","5.102","3004.90.99","0",2,"N","0","0","320","320","160","03/12/2024"
"8462674441","8030","8425327211","5.102","3006.10.90","0",2,"N","0","0","320","320","160","03/12/2024"
"8462675322","8030","8431592146","5.102","3004.90.99","0",1,"N","0","0","160","160","160","03/12/2024"
